time, ACC_X, ACC_Y, ACC_Z, B_X, B_Y, B_Z, EULER_X, EULER_Y, EULER_Z, GYRO_X, GYRO_Y, GYRO_Z
'2021-05-09 23:59:33 614',0.29,0.988,-0.158,-0.439,-0.048,-0.117,98.92,15.93,164.56,0.03,-0.108,-0.103
'2021-05-09 23:59:33 551',0.288,0.987,-0.159,-0.442,-0.043,-0.114,98.84,15.68,164.49,0.045,0.001,-0.054
'2021-05-09 23:59:33 480',0.293,0.987,-0.154,-0.442,-0.046,-0.114,98.72,16.19,164.3,0.16,-0.052,-0.066
'2021-05-09 23:59:33 464',0.291,0.987,-0.154,-0.439,-0.055,-0.111,98.94,16.12,164.49,0.153,-0.145,-0.029
'2021-05-09 23:59:33 414',0.29,0.985,-0.155,-0.434,-0.049,-0.117,98.51,16.38,164.1,0.034,0.015,0.03
'2021-05-09 23:59:33 330',0.291,0.986,-0.154,-0.443,-0.045,-0.11,98.6,16.3,164.22,0.093,-0.067,-0.077
'2021-05-09 23:59:33 302',0.288,0.984,-0.154,-0.44,-0.048,-0.11,98.65,16.39,164.35,0.064,0.08,0.094
'2021-05-09 23:59:33 264',0.29,0.985,-0.156,-0.436,-0.045,-0.115,98.56,16.39,164.15,0.017,0.144,0.002
'2021-05-09 23:59:33 224',0.288,0.986,-0.154,-0.44,-0.048,-0.109,98.63,16.17,164.18,0.05,-0.046,0.024
'2021-05-09 23:59:33 152',0.288,0.985,-0.155,-0.442,-0.043,-0.11,98.67,16.31,164.39,0.03,0.047,0.085
'2021-05-09 23:59:33 087',0.288,0.985,-0.152,-0.443,-0.054,-0.117,98.74,16.2,164.18,0.096,0.083,0.085
'2021-05-09 23:59:33 074',0.288,0.986,-0.154,-0.437,-0.051,-0.117,98.61,16.18,164.03,0.029,0.015,-0.006
'2021-05-09 23:59:32 971',0.288,0.986,-0.154,-0.433,-0.052,-0.112,98.75,16.04,164.42,0.063,0.007,0.1
'2021-05-09 23:59:32 937',0.287,0.986,-0.154,-0.442,-0.053,-0.112,98.77,16.12,164.3,0.086,0.125,0.086
'2021-05-09 23:59:32 897',0.288,0.986,-0.156,-0.443,-0.049,-0.106,98.91,15.93,164.35,0.027,0.004,-0.03
'2021-05-09 23:59:32 821',0.288,0.987,-0.153,-0.435,-0.049,-0.11,98.78,15.93,164.44,0.062,-0.05,0.086
'2021-05-09 23:59:32 776',0.285,0.987,-0.155,-0.437,-0.045,-0.11,98.87,15.99,164.06,0.125,0.042,0.009
'2021-05-09 23:59:32 747',0.287,0.987,-0.155,-0.437,-0.05,-0.109,98.92,15.97,164.25,0.113,0.049,0.061
'2021-05-09 23:59:32 667',0.285,0.988,-0.156,-0.442,-0.042,-0.115,98.76,16.03,164.08,0.057,0.024,-0.053
'2021-05-09 23:59:32 626',0.285,0.988,-0.155,-0.443,-0.045,-0.11,98.82,15.99,164.05,0.104,0.03,-0.012
'2021-05-09 23:59:32 567',0.283,0.988,-0.157,-0.442,-0.052,-0.112,98.75,16.18,164.14,0.014,0.04,0.068
'2021-05-09 23:59:32 517',0.284,0.988,-0.157,-0.442,-0.049,-0.114,98.78,16.14,164.09,0.104,0.053,-0.018
'2021-05-09 23:59:32 450',0.283,0.986,-0.157,-0.443,-0.046,-0.11,98.75,16.25,164.16,0.045,-0.022,0.044
'2021-05-09 23:59:32 417',0.285,0.987,-0.157,-0.44,-0.046,-0.114,98.81,16.16,164.15,0.084,0.065,0.027
'2021-05-09 23:59:32 361',0.28,0.985,-0.158,-0.44,-0.049,-0.118,98.73,16.09,164.28,0.047,0.304,0.078
'2021-05-09 23:59:32 300',0.283,0.986,-0.158,-0.436,-0.043,-0.117,98.74,16.27,164.04,0.082,0.076,0.067
'2021-05-09 23:59:32 253',0.282,0.986,-0.158,-0.435,-0.059,-0.114,98.95,15.81,164.7,0.05,-0.061,0.104
'2021-05-09 23:59:32 211',0.279,0.986,-0.159,-0.439,-0.056,-0.112,98.89,16.01,164.72,0.069,0.026,0.086
'2021-05-09 23:59:32 178',0.285,0.986,-0.156,-0.433,-0.052,-0.111,99.02,15.78,164.27,0.099,-0.006,0.034
'2021-05-09 23:59:32 103',0.283,0.987,-0.157,-0.435,-0.062,-0.107,98.99,15.74,164.7,0.026,-0.11,0.094
'2021-05-09 23:59:32 068',0.288,0.986,-0.154,-0.437,-0.043,-0.11,98.92,16.04,163.89,0.156,-0.054,-0.083
'2021-05-09 23:59:32 028',0.285,0.987,-0.156,-0.437,-0.048,-0.109,98.88,15.8,164.05,0,0.009,-0.049
'2021-05-09 23:59:31 954',0.289,0.986,-0.152,-0.446,-0.046,-0.112,98.6,16.31,163.52,0.033,0.058,0.001
'2021-05-09 23:59:31 918',0.289,0.989,-0.153,-0.44,-0.049,-0.11,98.8,16.17,163.75,0.154,0.007,-0.093
'2021-05-09 23:59:31 867',0.288,0.985,-0.152,-0.443,-0.052,-0.11,98.54,16.33,163.62,0.153,0.11,0.04
'2021-05-09 23:59:31 804',0.288,0.985,-0.153,-0.44,-0.045,-0.114,98.63,16.33,163.46,0.135,0.1,-0.048
'2021-05-09 23:59:31 757',0.287,0.986,-0.153,-0.442,-0.052,-0.114,98.48,16.34,163.78,0.022,-0.013,0.011
'2021-05-09 23:59:31 717',0.287,0.986,-0.153,-0.442,-0.051,-0.114,98.43,16.3,163.63,0.08,0.097,-0.013
'2021-05-09 23:59:31 639',0.287,0.986,-0.153,-0.44,-0.049,-0.112,98.5,16.32,164.02,0.02,0.058,-0.041
'2021-05-09 23:59:31 607',0.287,0.986,-0.153,-0.437,-0.055,-0.119,98.5,16.38,163.71,0.1,0.161,0.083
'2021-05-09 23:59:31 546',0.285,0.986,-0.154,-0.44,-0.051,-0.118,98.57,16.32,164.35,0.058,-0.018,0.023
'2021-05-09 23:59:31 489',0.285,0.986,-0.154,-0.439,-0.045,-0.117,98.57,16.41,164.05,0.101,0.015,0.056
'2021-05-09 23:59:31 461',0.284,0.986,-0.155,-0.437,-0.055,-0.111,98.55,16.38,164.54,0.042,0.099,0.215
'2021-05-09 23:59:31 396',0.285,0.986,-0.155,-0.44,-0.048,-0.117,98.6,16.37,164.39,0.066,0.041,0.015
'2021-05-09 23:59:31 357',0.279,0.984,-0.157,-0.433,-0.045,-0.112,98.56,15.87,164.8,0.005,-0.008,0.114
'2021-05-09 23:59:31 311',0.281,0.985,-0.155,-0.435,-0.047,-0.107,98.6,16.04,164.67,0.149,0.114,0.124
'2021-05-09 23:59:31 271',0.285,0.986,-0.156,-0.447,-0.052,-0.112,98.73,15.73,164.83,0.082,-0.043,0
'2021-05-09 23:59:31 207',0.281,0.983,-0.157,-0.437,-0.053,-0.112,98.62,15.78,164.8,0.019,-0.043,0.123
'2021-05-09 23:59:31 155',0.287,0.986,-0.154,-0.439,-0.048,-0.109,98.53,15.83,164.62,0.036,-0.048,-0.072
'2021-05-09 23:59:31 121',0.282,0.986,-0.156,-0.447,-0.055,-0.11,98.7,15.75,164.78,0.13,-0.107,0.023
'2021-05-09 23:59:31 117',0.287,0.989,-0.152,-0.437,-0.046,-0.114,98.79,16.29,164.42,0.123,-0.155,0.067
'2021-05-09 23:59:31 115',0.286,0.986,-0.152,-0.447,-0.051,-0.112,98.69,16.3,164.12,0.124,-0.047,0.047
'2021-05-09 23:59:31 113',0.288,0.987,-0.152,-0.434,-0.051,-0.119,98.56,16.31,163.7,0.114,-0.023,0.013
'2021-05-09 23:59:31 112',0.284,0.987,-0.152,-0.437,-0.048,-0.114,98.4,16.43,163.71,0.094,-0.041,0.069
'2021-05-09 23:59:31 108',0.288,0.988,-0.149,-0.439,-0.051,-0.117,98.41,16.19,163.94,0.132,-0.007,0.05
'2021-05-09 23:59:31 005',0.287,0.987,-0.154,-0.436,-0.044,-0.104,98.54,15.93,164.53,-0.03,-0.078,-0.113
'2021-05-09 23:59:30 967',0.286,0.988,-0.151,-0.442,-0.048,-0.11,98.69,16.29,164.23,0.094,-0.034,-0.024
'2021-05-09 23:59:30 965',0.285,0.987,-0.152,-0.443,-0.048,-0.112,98.6,16.3,163.98,0.124,-0.043,0
'2021-05-09 23:59:30 963',0.288,0.988,-0.15,-0.439,-0.054,-0.12,98.51,16.36,163.7,0.129,0.109,0.107
'2021-05-09 23:59:30 962',0.284,0.986,-0.153,-0.435,-0.043,-0.115,98.32,16.43,163.57,0.026,0.034,0.09
'2021-05-09 23:59:30 958',0.286,0.987,-0.149,-0.44,-0.051,-0.115,98.35,16.17,163.93,0.091,0.025,0.075
'2021-05-09 23:59:30 719',0.283,0.987,-0.153,-0.437,-0.049,-0.109,98.34,16.34,163.68,0.084,0.157,0.077
'2021-05-09 23:59:30 674',0.286,0.987,-0.15,-0.442,-0.05,-0.109,98.33,16.09,163.95,0.014,-0.026,0.126
'2021-05-09 23:59:30 569',0.282,0.986,-0.153,-0.437,-0.053,-0.111,98.31,16.29,163.74,0.075,0.229,0.095
'2021-05-09 23:59:30 547',0.284,0.988,-0.151,-0.44,-0.049,-0.115,98.3,15.84,163.65,0.058,0.115,0.031
'2021-05-09 23:59:30 524',0.285,0.987,-0.15,-0.439,-0.049,-0.101,98.33,15.97,163.78,0.086,0.022,0.108
'2021-05-09 23:59:30 439',0.282,0.989,-0.152,-0.437,-0.049,-0.112,98.35,15.8,164.01,0.041,0.081,0.03
'2021-05-09 23:59:30 398',0.285,0.986,-0.154,-0.439,-0.046,-0.11,98.7,16.04,164.14,0.118,-0.072,-0.038
'2021-05-09 23:59:30 397',0.282,0.989,-0.152,-0.44,-0.046,-0.11,98.33,15.8,163.74,0.037,0.185,0.055
'2021-05-09 23:59:30 314',0.288,0.987,-0.152,-0.434,-0.051,-0.119,98.56,16.31,163.7,0.114,-0.023,0.013
'2021-05-09 23:59:30 289',0.281,0.988,-0.152,-0.442,-0.048,-0.112,98.39,15.77,164.06,0.087,0.103,0.041
'2021-05-09 23:59:30 248',0.286,0.987,-0.154,-0.435,-0.046,-0.11,98.6,16.13,163.98,0.062,-0.071,0.003
'2021-05-09 23:59:30 217',0.288,0.988,-0.149,-0.439,-0.051,-0.117,98.41,16.19,163.94,0.132,-0.007,0.05
'2021-05-09 23:59:30 164',0.288,0.988,-0.15,-0.439,-0.054,-0.12,98.51,16.36,163.7,0.129,0.109,0.107
'2021-05-09 23:59:30 112',0.286,0.987,-0.15,-0.442,-0.05,-0.109,98.33,16.09,163.95,0.014,-0.026,0.126
'2021-05-09 23:59:30 067',0.286,0.987,-0.149,-0.44,-0.051,-0.115,98.35,16.17,163.93,0.091,0.025,0.075
'2021-05-09 23:59:30 017',0.284,0.988,-0.151,-0.44,-0.049,-0.115,98.3,15.84,163.65,0.058,0.115,0.031
'2021-05-09 23:59:29 962',0.285,0.987,-0.15,-0.439,-0.049,-0.101,98.33,15.97,163.78,0.086,0.022,0.108
'2021-05-09 23:59:29 905',0.282,0.989,-0.152,-0.437,-0.049,-0.112,98.35,15.8,164.01,0.041,0.081,0.03
'2021-05-09 23:59:29 867',0.282,0.989,-0.152,-0.44,-0.046,-0.11,98.33,15.8,163.74,0.037,0.185,0.055
'2021-05-09 23:59:29 801',0.278,0.986,-0.154,-0.442,-0.052,-0.118,98.38,15.78,164.23,0.051,0.158,0.054
'2021-05-09 23:59:29 755',0.281,0.988,-0.152,-0.442,-0.048,-0.112,98.39,15.77,164.06,0.087,0.103,0.041
'2021-05-09 23:59:29 711',0.282,0.987,-0.153,-0.443,-0.046,-0.11,98.7,15.72,164.73,0.065,-0.087,-0.073
'2021-05-09 23:59:29 651',0.279,0.986,-0.153,-0.442,-0.051,-0.114,98.57,15.71,164.55,0.037,0.119,0.043
'2021-05-09 23:59:29 589',0.284,0.988,-0.151,-0.436,-0.042,-0.114,98.68,16.02,164.69,0.017,-0.141,0.007
'2021-05-09 23:59:29 561',0.282,0.987,-0.153,-0.44,-0.043,-0.117,98.68,15.86,164.62,0.08,-0.076,-0.019
'2021-05-09 23:59:29 495',0.288,0.989,-0.149,-0.435,-0.04,-0.11,98.71,16.28,164.26,0.106,-0.084,0.059
'2021-05-09 23:59:29 439',0.284,0.988,-0.152,-0.433,-0.052,-0.109,98.73,16.08,164.55,0.007,-0.088,-0.007
'2021-05-09 23:59:29 413',0.287,0.986,-0.149,-0.446,-0.048,-0.117,98.67,16.39,164.16,0.122,0.008,0.056
'2021-05-09 23:59:29 345',0.288,0.988,-0.149,-0.437,-0.046,-0.114,98.65,16.26,164.1,0.084,0.005,-0.043
'2021-05-09 23:59:29 301',0.285,0.987,-0.151,-0.437,-0.05,-0.107,98.63,16.37,163.97,0.145,0.007,0.076
'2021-05-09 23:59:29 263',0.287,0.987,-0.149,-0.44,-0.049,-0.11,98.64,16.38,164.17,0.07,-0.031,0.113
'2021-05-09 23:59:29 201',0.283,0.986,-0.152,-0.439,-0.052,-0.109,98.69,16.18,163.84,0.123,0.069,0.083
'2021-05-09 23:59:29 151',0.284,0.987,-0.152,-0.437,-0.047,-0.107,98.52,16.34,163.86,0.016,-0.048,0.084
'2021-05-09 23:59:29 091',0.282,0.985,-0.153,-0.439,-0.05,-0.11,98.62,15.96,163.82,0.074,0.194,0.069
'2021-05-09 23:59:29 051',0.283,0.986,-0.151,-0.437,-0.051,-0.115,98.63,16.12,163.81,0.119,-0.034,0.112
'2021-05-09 23:59:28 988',0.282,0.984,-0.154,-0.44,-0.057,-0.12,98.54,15.69,163.92,0.068,-0.001,0.08
'2021-05-09 23:59:28 941',0.281,0.985,-0.154,-0.437,-0.051,-0.115,98.67,15.87,163.97,0.131,0.029,0.086
'2021-05-09 23:59:28 881',0.285,0.988,-0.154,-0.439,-0.053,-0.109,98.59,15.8,163.73,0.049,-0.031,-0.027
'2021-05-09 23:59:28 838',0.284,0.986,-0.155,-0.439,-0.043,-0.117,98.62,15.63,163.83,0.054,-0.038,-0.084
'2021-05-09 23:59:28 777',0.288,0.989,-0.152,-0.43,-0.051,-0.115,98.52,16.01,163.61,0.026,0.032,-0.06
'2021-05-09 23:59:28 731',0.286,0.988,-0.153,-0.437,-0.053,-0.111,98.57,15.84,163.58,0.127,0.042,-0.019
'2021-05-09 23:59:28 693',0.289,0.991,-0.148,-0.439,-0.043,-0.118,98.54,16.22,163.69,0.16,-0.113,-0.011
'2021-05-09 23:59:28 652',0.287,0.988,-0.15,-0.435,-0.052,-0.114,98.49,16.21,163.82,0.093,0.017,0.05
'2021-05-09 23:59:28 649',0.285,0.987,-0.151,-0.432,-0.045,-0.114,98.65,16.28,163.88,0.111,-0.02,0.016
'2021-05-09 23:59:28 627',0.288,0.99,-0.151,-0.439,-0.054,-0.115,98.6,16.1,163.66,0.1,0.02,-0.058
'2021-05-09 23:59:28 543',0.288,0.989,-0.15,-0.436,-0.046,-0.118,98.41,16.3,163.53,0.041,0.123,0.028
'2021-05-09 23:59:28 502',0.287,0.988,-0.151,-0.442,-0.049,-0.117,98.47,16.19,163.81,0.028,-0.015,-0.009
'2021-05-09 23:59:28 499',0.285,0.987,-0.15,-0.435,-0.048,-0.115,98.6,16.32,163.83,0.127,0.041,0.065
'2021-05-09 23:59:28 354',0.284,0.986,-0.151,-0.437,-0.049,-0.11,98.59,16.35,163.93,0.11,-0.031,0.036
'2021-05-09 23:59:28 261',0.283,0.986,-0.152,-0.433,-0.043,-0.115,98.43,16.23,163.76,0.099,0.072,0.155
'2021-05-09 23:59:28 204',0.283,0.986,-0.152,-0.433,-0.043,-0.11,98.51,16.37,163.81,0.15,0.048,0.081
'2021-05-09 23:59:28 165',0.284,0.987,-0.152,-0.433,-0.048,-0.117,98.57,15.69,164.35,-0.037,0.05,0.018
'2021-05-09 23:59:28 111',0.282,0.983,-0.153,-0.433,-0.05,-0.111,98.47,16.02,164.04,0.142,0.136,0.1
'2021-05-09 23:59:28 052',0.287,0.988,-0.15,-0.436,-0.046,-0.11,98.86,15.6,164.53,0.073,-0.068,-0.023
'2021-05-09 23:59:28 015',0.286,0.986,-0.151,-0.436,-0.049,-0.109,98.76,15.67,164.48,0.066,0.05,0.032
'2021-05-09 23:59:27 957',0.288,0.988,-0.15,-0.44,-0.05,-0.11,98.87,15.74,164.27,0.099,-0.18,-0.026
'2021-05-09 23:59:27 902',0.287,0.988,-0.151,-0.439,-0.048,-0.114,98.87,15.62,164.44,0.113,-0.09,-0.019
'2021-05-09 23:59:27 854',0.289,0.988,-0.147,-0.436,-0.049,-0.112,98.52,16.17,163.77,0.148,0.019,-0.003
'2021-05-09 23:59:27 807',0.287,0.988,-0.15,-0.436,-0.049,-0.109,98.8,15.79,164,0.14,-0.022,-0.078
'2021-05-09 23:59:27 750',0.288,0.986,-0.149,-0.44,-0.053,-0.107,98.37,16.3,163.59,0.09,0.124,-0.048
'2021-05-09 23:59:27 704',0.288,0.986,-0.148,-0.442,-0.052,-0.109,98.44,16.19,163.73,0.108,-0.034,-0.013
'2021-05-09 23:59:27 656',0.287,0.987,-0.149,-0.437,-0.046,-0.112,98.42,16.36,163.9,0.062,0.043,0.065
'2021-05-09 23:59:27 600',0.288,0.987,-0.149,-0.44,-0.053,-0.112,98.34,16.37,163.61,0.06,0.307,0.033
'2021-05-09 23:59:27 530',0.286,0.986,-0.152,-0.442,-0.054,-0.115,98.34,16.35,163.71,0.124,0.016,0.002
'2021-05-09 23:59:27 506',0.287,0.988,-0.15,-0.444,-0.046,-0.109,98.5,16.31,163.97,0.077,-0.09,0
'2021-05-09 23:59:27 458',0.286,0.986,-0.152,-0.439,-0.049,-0.12,98.26,16.42,163.88,0.093,0.023,0.116
'2021-05-09 23:59:27 380',0.286,0.986,-0.15,-0.444,-0.051,-0.12,98.25,16.4,163.69,0.125,0.013,0.01
'2021-05-09 23:59:27 352',0.282,0.985,-0.154,-0.436,-0.047,-0.107,98.39,16.09,164.37,-0.061,0.215,0.086
'2021-05-09 23:59:27 308',0.284,0.985,-0.152,-0.436,-0.056,-0.117,98.22,16.34,163.92,0.07,0.193,0.153
'2021-05-09 23:59:27 253',0.282,0.985,-0.155,-0.442,-0.048,-0.115,98.47,15.8,164.59,0.025,-0.071,0
'2021-05-09 23:59:27 202',0.281,0.984,-0.154,-0.442,-0.045,-0.109,98.59,15.99,164.56,0.116,0,0.079
'2021-05-09 23:59:27 143',0.286,0.987,-0.154,-0.437,-0.058,-0.109,98.53,15.84,164.41,0.044,0.052,-0.045
'2021-05-09 23:59:27 103',0.284,0.987,-0.155,-0.443,-0.046,-0.115,98.49,15.85,164.53,0.057,-0.073,0.008
'2021-05-09 23:59:27 058',0.286,0.987,-0.153,-0.437,-0.049,-0.112,98.59,16.25,164.11,0.06,0.045,0.003
'2021-05-09 23:59:26 993',0.287,0.987,-0.153,-0.437,-0.058,-0.109,98.58,15.9,164.47,0.046,-0.045,-0.085
'2021-05-09 23:59:26 936',0.29,0.988,-0.149,-0.437,-0.048,-0.114,98.56,16.34,164.16,0.09,-0.073,0.02
'2021-05-09 23:59:26 908',0.29,0.988,-0.151,-0.439,-0.046,-0.112,98.61,16.29,164.14,0.068,0.059,-0.017
'2021-05-09 23:59:26 812',0.29,0.986,-0.15,-0.435,-0.046,-0.106,98.6,16.33,164,0.101,-0.002,0.064
'2021-05-09 23:59:26 786',0.291,0.986,-0.149,-0.443,-0.049,-0.112,98.53,16.37,164.06,0.109,0.026,0.019
'2021-05-09 23:59:26 720',0.289,0.985,-0.149,-0.433,-0.043,-0.114,98.49,16.16,163.73,0.036,0.227,0.043
'2021-05-09 23:59:26 662',0.29,0.986,-0.149,-0.443,-0.047,-0.104,98.54,16.27,163.86,0.097,0.13,0.049
'2021-05-09 23:59:26 604',0.288,0.985,-0.15,-0.436,-0.051,-0.12,98.67,16.07,164.1,0.083,0.017,0.045
'2021-05-09 23:59:26 570',0.288,0.986,-0.15,-0.433,-0.045,-0.114,98.64,16.09,164.06,0.083,0.022,0.037
'2021-05-09 23:59:26 512',0.288,0.986,-0.151,-0.439,-0.054,-0.115,98.63,16.1,164.42,0.1,-0.051,-0.035
'2021-05-09 23:59:26 454',0.288,0.984,-0.15,-0.439,-0.051,-0.12,98.72,16.04,164.21,0.192,-0.079,0.007
'2021-05-09 23:59:26 412',0.287,0.986,-0.152,-0.444,-0.051,-0.112,98.38,16.35,164.12,0.049,-0.052,0.005
'2021-05-09 23:59:26 362',0.287,0.985,-0.151,-0.439,-0.048,-0.11,98.61,16.19,164.41,0.13,-0.08,-0.034
'2021-05-09 23:59:26 301',0.283,0.986,-0.153,-0.439,-0.053,-0.112,98.39,16.27,164.24,0.038,0.15,0.076
'2021-05-09 23:59:26 262',0.287,0.986,-0.152,-0.444,-0.049,-0.112,98.35,16.41,163.99,0.056,0.067,0.038
'2021-05-09 23:59:26 204',0.285,0.984,-0.154,-0.427,-0.046,-0.112,98.56,16.04,164.57,0.046,-0.024,0.064
'2021-05-09 23:59:26 151',0.284,0.986,-0.154,-0.433,-0.053,-0.107,98.46,16.22,164.4,0.049,0.165,0.07
'2021-05-09 23:59:26 123',0.289,0.986,-0.153,-0.436,-0.055,-0.112,98.67,16.06,164.61,0.106,-0.042,0.022
'2021-05-09 23:59:26 121',0.289,0.987,-0.152,-0.44,-0.05,-0.109,98.69,16.06,164.42,0.074,0.041,0.003
'2021-05-09 23:59:26 118',0.29,0.987,-0.15,-0.437,-0.046,-0.117,98.5,16.09,163.95,0.081,-0.056,-0.047
'2021-05-09 23:59:26 114',0.29,0.984,-0.151,-0.436,-0.046,-0.117,98.53,16.16,163.97,0.132,-0.001,-0.022
'2021-05-09 23:59:26 054',0.287,0.985,-0.154,-0.432,-0.048,-0.117,98.58,16,164.56,0.004,-0.084,0.011
'2021-05-09 23:59:25 973',0.288,0.986,-0.152,-0.442,-0.055,-0.109,98.63,16.06,164.6,0.019,-0.029,0.085
'2021-05-09 23:59:25 971',0.29,0.989,-0.15,-0.436,-0.049,-0.109,98.67,16.03,164.19,0.112,-0.084,0.027
'2021-05-09 23:59:25 968',0.29,0.985,-0.149,-0.44,-0.048,-0.118,98.49,16.18,163.89,0.077,-0.064,0.024
'2021-05-09 23:59:25 964',0.289,0.985,-0.151,-0.434,-0.048,-0.117,98.46,16.21,163.98,0.112,0.06,-0.068
'2021-05-09 23:59:25 697',0.29,0.985,-0.152,-0.439,-0.055,-0.112,98.45,16.58,164.07,-0.063,-0.034,0.084
'2021-05-09 23:59:25 575',0.288,0.986,-0.151,-0.437,-0.043,-0.109,98.54,16.45,164.03,0.072,0.091,0.026
'2021-05-09 23:59:25 547',0.288,0.984,-0.153,-0.437,-0.052,-0.112,98.59,16.55,163.99,0.055,-0.06,0.079
'2021-05-09 23:59:25 498',0.286,0.986,-0.152,-0.44,-0.049,-0.114,98.51,16.28,164.21,0.028,-0.044,0.018
'2021-05-09 23:59:25 425',0.288,0.985,-0.152,-0.44,-0.046,-0.11,98.54,16.45,164.04,0.08,0.25,0.077
'2021-05-09 23:59:25 370',0.283,0.986,-0.154,-0.442,-0.046,-0.112,98.58,16.19,163.99,0.002,0.135,0.067
'2021-05-09 23:59:25 348',0.286,0.986,-0.153,-0.44,-0.05,-0.11,98.55,16.32,164.14,0.055,0.088,0.035
'2021-05-09 23:59:25 293',0.284,0.986,-0.153,-0.443,-0.053,-0.109,98.77,16.02,164.15,0.1,0.062,0.064
'2021-05-09 23:59:25 220',0.285,0.987,-0.154,-0.443,-0.043,-0.11,98.68,16.14,164.08,0.019,0.151,0.058
'2021-05-09 23:59:25 190',0.285,0.986,-0.154,-0.437,-0.056,-0.109,98.53,15.76,164.02,0.114,0.086,0.038
'2021-05-09 23:59:25 143',0.283,0.984,-0.154,-0.435,-0.049,-0.112,98.71,15.83,164.03,0.1,0.019,0.142
'2021-05-09 23:59:25 084',0.286,0.988,-0.154,-0.437,-0.054,-0.115,98.66,15.86,164.2,0.011,-0.039,-0.117
'2021-05-09 23:59:25 040',0.284,0.988,-0.154,-0.432,-0.051,-0.112,98.47,15.69,164.05,-0.02,0.036,-0.121
'2021-05-09 23:59:24 976',0.288,0.989,-0.154,-0.442,-0.051,-0.114,98.77,16.23,163.9,0.062,0.01,0.016
'2021-05-09 23:59:24 934',0.287,0.988,-0.155,-0.44,-0.049,-0.112,98.75,16.03,164.21,0.059,-0.075,-0.103
'2021-05-09 23:59:24 890',0.287,0.986,-0.153,-0.443,-0.043,-0.115,98.78,16.43,163.79,0.077,0.08,0.013
'2021-05-09 23:59:24 826',0.288,0.99,-0.153,-0.439,-0.052,-0.11,98.78,16.24,163.87,0.101,-0.04,-0.095
'2021-05-09 23:59:24 754',0.287,0.987,-0.154,-0.439,-0.045,-0.107,98.77,16.54,163.62,0.073,0.044,-0.012
'2021-05-09 23:59:24 740',0.288,0.987,-0.153,-0.44,-0.046,-0.112,98.8,16.46,163.84,0.067,-0.049,-0.016
'2021-05-09 23:59:24 682',0.285,0.988,-0.154,-0.44,-0.056,-0.114,98.63,16.53,163.53,0.116,0.141,0.073
'2021-05-09 23:59:24 604',0.286,0.987,-0.154,-0.433,-0.05,-0.107,98.74,16.62,163.52,0.119,0.138,0.016
'2021-05-09 23:59:24 577',0.283,0.987,-0.154,-0.44,-0.049,-0.112,98.52,16.42,163.81,0.052,0.203,0.12
'2021-05-09 23:59:24 532',0.285,0.987,-0.154,-0.437,-0.046,-0.114,98.6,16.5,163.65,0.168,0.127,0.082
'2021-05-09 23:59:24 493',0.283,0.985,-0.156,-0.427,-0.049,-0.111,98.6,15.9,163.91,0.044,0.066,0.059
'2021-05-09 23:59:24 455',0.29,0.987,-0.156,-0.432,-0.055,-0.117,98.71,15.87,163.87,-0.024,0.029,-0.033
'2021-05-09 23:59:24 452',0.29,0.988,-0.155,-0.436,-0.053,-0.106,98.91,15.99,163.79,0.193,-0.027,-0.037
'2021-05-09 23:59:24 427',0.283,0.983,-0.155,-0.44,-0.049,-0.109,98.62,16.14,163.96,0.047,0.128,0.154
'2021-05-09 23:59:24 343',0.289,0.987,-0.155,-0.429,-0.047,-0.109,98.63,15.84,163.94,0.041,0.035,-0.02
'2021-05-09 23:59:24 305',0.29,0.987,-0.156,-0.435,-0.048,-0.112,98.86,15.91,163.97,0.008,-0.019,0.026
'2021-05-09 23:59:24 302',0.291,0.99,-0.152,-0.43,-0.05,-0.107,98.73,16.04,163.63,0.171,0.113,-0.028
'2021-05-09 23:59:24 157',0.286,0.987,-0.154,-0.432,-0.049,-0.12,98.75,16.1,163.83,0.118,-0.002,-0.041
'2021-05-09 23:59:24 052',0.285,0.987,-0.155,-0.436,-0.053,-0.114,98.76,16.34,163.91,0.102,0.144,0
'2021-05-09 23:59:24 007',0.286,0.987,-0.154,-0.436,-0.051,-0.115,98.73,16.2,163.9,0.13,-0.026,-0.017
'2021-05-09 23:59:23 956',0.283,0.987,-0.154,-0.439,-0.049,-0.107,98.72,16.34,164.16,0.102,0.153,0.078
'2021-05-09 23:59:23 902',0.285,0.986,-0.154,-0.437,-0.048,-0.109,98.79,16.39,164.1,0.146,0.072,0.02
'2021-05-09 23:59:23 806',0.282,0.985,-0.155,-0.442,-0.048,-0.109,98.72,16.29,164.26,0.119,0.2,0.106
'2021-05-09 23:59:13 893',0.288,0.986,-0.15,-0.435,-0.044,-0.106,98.44,16.29,164.05,0.038,0.167,0.131
'2021-05-09 23:59:13 793',0.288,0.987,-0.149,-0.439,-0.046,-0.109,98.49,16.08,164.2,0.113,0.112,0.019
'2021-05-09 23:59:13 743',0.289,0.986,-0.15,-0.433,-0.04,-0.11,98.5,16.13,164.11,0.073,0.168,0.044
'2021-05-09 23:59:13 699',0.286,0.986,-0.15,-0.439,-0.051,-0.119,98.48,16.08,164.22,0.112,0.078,0.029
'2021-05-09 23:59:13 643',0.288,0.986,-0.15,-0.439,-0.046,-0.109,98.47,16.05,164.27,0.079,0,0.01
